Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1 (city),Location 1,Location 1 (state),Location 2
ALABAMA,2014,10,,-,0,,2,,1,,,-,,-,1,,5,,17,,14,,,-,0,,5,,3,,2,,,POINT (-86.63185803899967 32.84057327200048),ALABAMA,
MASSACHUSETTS,2014,10,,-,1,,3,,5,,7,,,-,1,,4,,3,,10,,,-,3,,7,,7,,35,,,POINT (-72.08268985899963 42.27687306500047),MASSACHUSETTS,
OHIO,2014,10,,-,1,,4,,6,,17,,7,,4,,11,,51,,30,,,-,1,,24,,34,,6,,,POINT (-82.40425685299965 40.06021029700048),OHIO,
OREGON,2014,10,,-,0,,3,,2,,3,,2,,0,,4,,6,,7,,,-,0,,2,,3,,2,,,POINT (-120.15502977999972 44.567446178000466),OREGON,
CONNECTICUT,2014,10,,-,0,,3,,6,,2,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,,POINT (-72.64983753699966 41.56266394200048),CONNECTICUT,
ALASKA,2014,10,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507923900048),ALASKA,
DIST. OF COL.,2014,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),DIST. OF COL.,
UTAH,2014,10,,-,0,,2,,1,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,2,,,POINT (-111.5871285339997 39.36070374600047),UTAH,
CALIFORNIA,2014,10,1,,4,,17,,17,,30,,,-,2,,6,,6,,25,,,-,1,,5,,1,,18,,,POINT (-120.99999889499969 37.638640488000476),CALIFORNIA,
NEW MEXICO,2014,10,,-,0,,2,,1,,1,,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,,POINT (-106.24057768899968 34.52088247800049),NEW MEXICO,
TEXAS,2014,10,1,,2,,7,,14,,10,,1,,2,,10,,9,,18,,,-,0,,4,,,-,6,,,POINT (-99.4267664729997 31.827243635000457),TEXAS,
TENNESSEE,2014,10,,-,0,,2,,3,,5,,1,,5,,11,,36,,52,,1,,2,,7,,12,,19,,,POINT (-85.77448642199965 35.680943063000484),TENNESSEE,
MISSOURI,2014,10,,-,0,,2,,5,,2,,,-,1,,4,,6,,10,,,-,0,,4,,2,,4,,,POINT (-92.56629737199967 38.63579372300046),MISSOURI,
ARKANSAS,2014,10,,-,0,,2,,,-,,-,,-,0,,3,,2,,12,,,-,0,,4,,1,,,-,,POINT (-92.27448794899965 34.748651751000466),ARKANSAS,
FLORIDA,2014,10,5,,2,,7,,19,,6,,7,,6,,13,,54,,54,,,-,2,,7,,9,,21,,,POINT (-81.92895558499964 28.932042899000464),FLORIDA,
WASHINGTON,2014,10,,-,0,,4,,1,,4,,,-,0,,9,,3,,,-,,-,1,,6,,8,,5,,,POINT (-120.47002746299972 47.522287905000496),WASHINGTON,
NORTH CAROLINA,2014,10,,-,0,,4,,3,,14,,7,,0,,16,,12,,9,,2,,1,,15,,14,,4,,,POINT (-79.15924924699965 35.46622388600048),NORTH CAROLINA,
ILLINOIS,2014,10,,-,1,,5,,4,,11,,,-,1,,6,,6,,21,,,-,0,,4,,1,,9,,,POINT (-88.99770813999965 40.48501278700047),ILLINOIS,
MARYLAND,2014,10,,-,0,,4,,1,,3,,,-,1,,3,,4,,10,,,-,0,,3,,2,,16,,,POINT (-76.60925970899967 39.2905806980005),MARYLAND,
NEBRASKA,2014,10,,-,0,,2,,1,,5,,,-,0,,2,,2,,,-,,-,0,,1,,,-,,-,,POINT (-99.36571864599966 41.64104043900045),NEBRASKA,
PUERTO RICO,2014,10,,-,0,,2,,1,,2,,,-,0,,6,,,-,10,,,N,0,,0,,,N,,N,,POINT (-98.34556876399967 26.649497232000442),PUERTO RICO,
SOUTH DAKOTA,2014,10,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313342000046),SOUTH DAKOTA,
INDIANA,2014,10,,-,1,,2,,1,,3,,,-,2,,6,,15,,12,,,-,3,,8,,6,,13,,,POINT (-86.14995579899966 39.76691364600049),INDIANA,
NEW JERSEY,2014,10,,-,0,,2,,2,,5,,,-,0,,3,,1,,11,,,-,0,,3,,1,,8,,,POINT (-74.27368565099965 40.1305700530005),NEW JERSEY,
C.N.M.I.,2014,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),C.N.M.I.,
MONTANA,2014,10,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,POINT (-109.42441687999968 47.066526051000494),MONTANA,
OKLAHOMA,2014,10,,-,0,,4,,1,,,-,,-,0,,4,,2,,3,,,-,0,,5,,6,,3,,,POINT (-97.52106845499969 35.472034350000456),OKLAHOMA,
VERMONT,2014,10,,-,0,,2,,2,,1,,,-,0,,1,,1,,,-,,-,0,,1,,,-,1,,,POINT (-72.51763944499965 43.62538292400046),VERMONT,
RHODE ISLAND,2014,10,,-,0,,1,,1,,,-,,,0,,0,,,,,,,,0,,0,,,,,,,POINT (-71.52246918099962 41.70828281900049),RHODE ISLAND,
WEST VIRGINIA,2014,10,,-,0,,1,,1,,1,,1,,3,,8,,32,,32,,,-,0,,6,,2,,12,,,POINT (-80.71263935099967 38.665511497000466),WEST VIRGINIA,
WYOMING,2014,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.23554147100049),WYOMING,
WISCONSIN,2014,10,,-,0,,3,,,-,5,,,-,0,,2,,2,,3,,,-,0,,3,,3,,8,,,POINT (-89.81636715299965 44.3931903350005),WISCONSIN,
KANSAS,2014,10,,-,0,,3,,,-,1,,,-,0,,3,,,-,4,,,-,0,,3,,3,,5,,,POINT (-98.20077655499966 38.34774033400049),KANSAS,
IOWA,2014,10,,-,0,,3,,1,,1,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469404401000475),IOWA,
MAINE,2014,10,,-,0,,2,,,-,3,,,-,0,,1,,1,,3,,,-,0,,1,,5,,2,,,POINT (-68.98502952999962 45.254228663000504),MAINE,
NEW YORK CITY,2014,10,1,,1,,7,,13,,11,,,-,1,,4,,10,,14,,,-,0,,1,,2,,1,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
GEORGIA,2014,10,1,,1,,3,,8,,15,,3,,2,,6,,22,,26,,,-,0,,3,,1,,9,,,POINT (-83.62757601199968 32.83968004200045),GEORGIA,
MICHIGAN,2014,10,,-,1,,5,,6,,24,,,-,1,,5,,9,,14,,,-,2,,7,,11,,14,,,POINT (-84.71438724399968 44.66131575600048),MICHIGAN,
SOUTH CAROLINA,2014,10,,-,0,,1,,1,,2,,,-,1,,5,,4,,5,,,-,0,,0,,,-,,-,,POINT (-81.04536765699964 33.99882060100049),SOUTH CAROLINA,
IDAHO,2014,10,,-,0,,2,,,-,,-,,-,0,,2,,,-,2,,,-,0,,2,,1,,3,,,POINT (-114.3637261449997 43.682630058000484),IDAHO,
NEW YORK,2014,10,,-,1,,5,,2,,9,,,-,1,,3,,6,,6,,2,,2,,10,,15,,15,,,POINT (-75.54396639699968 42.82700023900048),NEW YORK,
PENNSYLVANIA,2014,10,,-,1,,3,,3,,11,,1,,1,,4,,16,,13,,1,,1,,6,,15,,17,,,POINT (-77.86069775999965 40.79373106100047),PENNSYLVANIA,
KENTUCKY,2014,10,,-,0,,2,,2,,8,,,-,4,,8,,12,,29,,,-,4,,10,,12,,51,,,POINT (-84.77496612599964 37.645973909000475),KENTUCKY,
HAWAII,2014,10,,-,0,,4,,,-,2,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.30485166200043),HAWAII,
ARIZONA,2014,10,,-,1,,6,,3,,7,,,-,0,,2,,,-,7,,,,0,,0,,,,,,,POINT (-111.76380949799972 34.865973091000455),ARIZONA,
COLORADO,2014,10,,-,0,,8,,1,,5,,,-,0,,3,,,-,3,,,-,0,,2,,3,,2,,,POINT (-106.13360888799969 38.84384047000049),COLORADO,
LOUISIANA,2014,10,,-,0,,1,,1,,5,,,-,1,,8,,6,,7,,,-,0,,2,,1,,3,,,POINT (-92.44567554599968 31.312662564000448),LOUISIANA,
UNITED STATES,2014,11,8,,29,,56,,174,,285,,22,,55,,76,,419,,570,,13,,34,,56,,243,,350,,,,,
NEW ENGLAND,2014,11,,-,2,,6,,16,,17,,,-,1,,5,,8,,17,,,-,3,,8,,17,,41,,,,,
MID. ATLANTIC,2014,11,1,,3,,12,,24,,39,,2,,4,,10,,34,,48,,,-,4,,11,,34,,46,,,,,
E.N. CENTRAL,2014,11,,-,5,,12,,21,,66,,2,,9,,15,,89,,91,,,-,7,,30,,57,,52,,,,,
W.N. CENTRAL,2014,11,,-,1,,6,,10,,11,,,-,2,,5,,9,,19,,,-,0,,5,,6,,9,,,,,
S. ATLANTIC,2014,11,4,,5,,15,,41,,59,,8,,17,,26,,146,,167,,5,,6,,21,,40,,70,,,,,
E.S. CENTRAL,2014,11,,-,1,,4,,9,,15,,4,,12,,17,,83,,124,,3,,6,,14,,52,,80,,,,,
W.S. CENTRAL,2014,11,2,,3,,9,,19,,18,,4,,5,,13,,24,,48,,1,,2,,9,,9,,15,,,,,
MOUNTAIN,2014,11,,-,2,,16,,7,,17,,,-,1,,4,,7,,18,,,-,1,,5,,5,,11,,,,,
PACIFIC,2014,11,1,,6,,18,,27,,43,,2,,3,,12,,19,,38,,4,,3,,8,,23,,26,,,,,
OHIO,2014,11,,-,1,,4,,6,,18,,2,,4,,11,,56,,34,,,-,1,,24,,35,,7,,,POINT (-82.40425685299965 40.06021029700048),OHIO,
NEW YORK,2014,11,1,,1,,5,,3,,9,,,-,1,,3,,6,,7,,,-,2,,10,,14,,18,,,POINT (-75.54396639699968 42.82700023900048),NEW YORK,
DELAWARE,2014,11,,-,0,,1,,,-,1,,,-,0,,1,,,-,3,,,U,0,,0,,,U,,U,,POINT (-75.57773943699965 39.00883351400046),DELAWARE,
CALIFORNIA,2014,11,,-,4,,17,,22,,31,,,-,2,,6,,9,,27,,,-,1,,5,,4,,19,,,POINT (-120.99999889499969 37.638640488000476),CALIFORNIA,
ILLINOIS,2014,11,,-,1,,5,,6,,11,,,-,1,,6,,6,,22,,,-,0,,4,,2,,9,,,POINT (-88.99770813999965 40.48501278700047),ILLINOIS,
C.N.M.I.,2014,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),C.N.M.I.,
IOWA,2014,11,,-,0,,3,,1,,1,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,,POINT (-93.81648936699969 42.469404401000475),IOWA,
WEST VIRGINIA,2014,11,,-,0,,1,,1,,1,,,-,4,,8,,37,,35,,,-,0,,6,,2,,12,,,POINT (-80.71263935099967 38.665511497000466),WEST VIRGINIA,
UTAH,2014,11,,-,0,,2,,1,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,2,,,POINT (-111.5871285339997 39.36070374600047),UTAH,
NORTH CAROLINA,2014,11,,-,0,,4,,3,,16,,2,,0,,16,,14,,11,,,-,1,,15,,15,,6,,,POINT (-79.15924924699965 35.46622388600048),NORTH CAROLINA,
HAWAII,2014,11,,-,0,,4,,,-,2,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,POINT (-157.85774691599974 21.30485166200043),HAWAII,
OKLAHOMA,2014,11,,-,0,,4,,1,,,-,,-,0,,4,,2,,3,,,-,0,,5,,6,,3,,,POINT (-97.52106845499969 35.472034350000456),OKLAHOMA,
AMER. SAMOA,2014,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),AMER. SAMOA,
VERMONT,2014,11,,-,0,,2,,2,,1,,,-,0,,1,,1,,,-,,-,0,,1,,,-,1,,,POINT (-72.51763944499965 43.62538292400046),VERMONT,
MISSOURI,2014,11,,-,0,,2,,5,,2,,,-,1,,4,,6,,11,,,-,0,,4,,2,,4,,,POINT (-92.56629737199967 38.63579372300046),MISSOURI,
PENNSYLVANIA,2014,11,,-,1,,3,,6,,12,,,-,1,,4,,15,,13,,,-,1,,6,,16,,18,,,POINT (-77.86069775999965 40.79373106100047),PENNSYLVANIA,
LOUISIANA,2014,11,,-,0,,1,,1,,5,,,-,1,,8,,6,,10,,,-,0,,2,,1,,4,,,POINT (-92.44567554599968 31.312662564000448),LOUISIANA,
NEW JERSEY,2014,11,,-,0,,2,,2,,6,,,-,0,,3,,1,,13,,,-,0,,3,,2,,9,,,POINT (-74.27368565099965 40.1305700530005),NEW JERSEY,
MICHIGAN,2014,11,,-,1,,5,,8,,28,,,-,1,,3,,9,,15,,,-,1,,5,,10,,14,,,POINT (-84.71438724399968 44.66131575600048),MICHIGAN,
GEORGIA,2014,11,,-,1,,3,,8,,16,,,-,2,,6,,22,,28,,,-,0,,3,,1,,10,,,POINT (-83.62757601199968 32.83968004200045),GEORGIA,
MISSISSIPPI,2014,11,,-,0,,1,,2,,1,,,-,0,,4,,3,,13,,,U,0,,0,,,U,,U,,POINT (-89.53802764499966 32.74551123200047),MISSISSIPPI,
MAINE,2014,11,,-,0,,2,,,-,3,,,-,0,,1,,1,,4,,,-,0,,2,,5,,2,,,POINT (-68.98502952999962 45.254228663000504),MAINE,
MARYLAND,2014,11,,-,0,,4,,1,,4,,,-,1,,3,,4,,11,,1,,0,,3,,4,,16,,,POINT (-76.60925970899967 39.2905806980005),MARYLAND,
NEW MEXICO,2014,11,,-,0,,2,,1,,1,,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,,POINT (-106.24057768899968 34.52088247800049),NEW MEXICO,
WYOMING,2014,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.23554147100049),WYOMING,
NEW HAMPSHIRE,2014,11,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,POINT (-71.50035726399966 43.6559537330005),NEW HAMPSHIRE,
NORTH DAKOTA,2014,11,,-,0,,2,,1,,2,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,POINT (-100.11842599699969 47.47531738700047),NORTH DAKOTA,
TENNESSEE,2014,11,,-,0,,2,,3,,5,,4,,5,,11,,44,,60,,2,,2,,7,,15,,21,,,POINT (-85.77448642199965 35.680943063000484),TENNESSEE,
COLORADO,2014,11,,-,0,,8,,1,,5,,,-,0,,3,,,-,3,,,-,0,,2,,3,,2,,,POINT (-106.13360888799969 38.84384047000049),COLORADO,
FLORIDA,2014,11,3,,2,,7,,21,,8,,4,,6,,13,,58,,57,,4,,2,,7,,13,,22,,,POINT (-81.92895558499964 28.932042899000464),FLORIDA,
RHODE ISLAND,2014,11,,-,0,,1,,2,,,-,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,POINT (-71.52246918099962 41.70828281900049),RHODE ISLAND,
IDAHO,2014,11,,-,0,,2,,,-,2,,,-,0,,2,,,-,2,,,-,0,,1,,1,,3,,,POINT (-114.3637261449997 43.682630058000484),IDAHO,
ALABAMA,2014,11,,-,0,,2,,2,,,-,,-,1,,5,,17,,19,,,-,0,,5,,3,,2,,,POINT (-86.63185803899967 32.84057327200048),ALABAMA,
CONNECTICUT,2014,11,,-,0,,3,,6,,3,,,-,0,,2,,3,,,-,,-,0,,1,,1,,,-,,POINT (-72.64983753699966 41.56266394200048),CONNECTICUT,
WASHINGTON,2014,11,1,,0,,5,,2,,4,,2,,0,,9,,4,,,-,4,,1,,7,,15,,5,,,POINT (-120.47002746299972 47.522287905000496),WASHINGTON,
KENTUCKY,2014,11,,-,0,,2,,2,,9,,,-,4,,8,,19,,32,,1,,4,,10,,34,,57,,,POINT (-84.77496612599964 37.645973909000475),KENTUCKY,
OREGON,2014,11,,-,0,,3,,3,,5,,,-,0,,4,,5,,8,,,-,0,,2,,4,,2,,,POINT (-120.15502977999972 44.567446178000466),OREGON,
ALASKA,2014,11,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507923900048),ALASKA,
KANSAS,2014,11,,-,0,,3,,2,,1,,,-,0,,1,,1,,5,,,-,0,,3,,4,,5,,,POINT (-98.20077655499966 38.34774033400049),KANSAS,
ARIZONA,2014,11,,-,1,,6,,3,,7,,,-,0,,2,,3,,7,,,U,0,,0,,,U,,U,,POINT (-111.76380949799972 34.865973091000455),ARIZONA,
VIRGIN ISL.,2014,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),VIRGIN ISL.,
SOUTH CAROLINA,2014,11,,-,0,,1,,1,,2,,,-,1,,5,,4,,7,,,-,0,,0,,,-,,-,,POINT (-81.04536765699964 33.99882060100049),SOUTH CAROLINA,
ARKANSAS,2014,11,,-,0,,2,,,-,,-,,-,0,,3,,3,,12,,1,,0,,5,,2,,2,,,POINT (-92.27448794899965 34.748651751000466),ARKANSAS,
TEXAS,2014,11,2,,2,,8,,17,,13,,4,,2,,10,,13,,23,,,-,0,,4,,,-,6,,,POINT (-99.4267664729997 31.827243635000457),TEXAS,
WISCONSIN,2014,11,,-,0,,3,,,-,5,,,-,0,,2,,3,,3,,,-,1,,3,,4,,8,,,POINT (-89.81636715299965 44.3931903350005),WISCONSIN,
GUAM,2014,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),GUAM,
SOUTH DAKOTA,2014,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313342000046),SOUTH DAKOTA,
INDIANA,2014,11,,-,0,,2,,1,,4,,,-,2,,6,,15,,17,,,-,3,,8,,6,,14,,,POINT (-86.14995579899966 39.76691364600049),INDIANA,
VIRGINIA,2014,11,1,,0,,3,,6,,11,,2,,1,,5,,7,,15,,,-,0,,5,,5,,4,,,POINT (-78.45788924199968 37.54268075100049),VIRGINIA,
NEBRASKA,2014,11,,-,0,,2,,1,,5,,,-,0,,2,,2,,,-,,-,0,,1,,,-,,-,,POINT (-99.36571864599966 41.64104043900045),NEBRASKA,
MINNESOTA,2014,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-94.79419697699967 46.35564867700049),MINNESOTA,
NEW YORK CITY,2014,11,,-,1,,7,,13,,12,,2,,1,,4,,12,,15,,,-,0,,1,,2,,1,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
NEVADA,2014,11,,-,0,,3,,1,,1,,,-,0,,3,,3,,4,,,-,0,,2,,1,,2,,,POINT (-117.07183978499972 39.49324126500045),NEVADA,
MASSACHUSETTS,2014,11,,-,0,,3,,5,,10,,,-,1,,5,,3,,13,,,-,3,,7,,11,,38,,,POINT (-72.08268985899963 42.27687306500047),MASSACHUSETTS,
DIST. OF COL.,2014,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),DIST. OF COL.,
MONTANA,2014,11,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,,-,1,,,POINT (-109.42441687999968 47.066526051000494),MONTANA,
PUERTO RICO,2014,11,,-,0,,2,,1,,3,,,-,0,,6,,,-,10,,,N,0,,0,,,N,,N,,POINT (-98.34556876399967 26.649497232000442),PUERTO RICO,
UNITED STATES,2014,12,9,,30,,56,,193,,306,,18,,55,,76,,472,,608,,14,,34,,56,,275,,376,,,,,
NEW ENGLAND,2014,12,,-,1,,6,,16,,19,,,-,1,,5,,8,,17,,,-,3,,8,,21,,43,,,,,
MID. ATLANTIC,2014,12,3,,3,,12,,28,,43,,,-,3,,10,,35,,53,,2,,4,,11,,38,,51,,,,,
E.N. CENTRAL,2014,12,,-,5,,12,,23,,73,,3,,9,,16,,100,,95,,1,,7,,30,,59,,61,,,,,
W.N. CENTRAL,2014,12,,-,1,,6,,11,,11,,,-,2,,5,,9,,20,,,-,0,,5,,6,,9,,,,,
S. ATLANTIC,2014,12,4,,5,,15,,46,,59,,11,,17,,26,,165,,179,,8,,6,,21,,55,,71,,,,,
E.S. CENTRAL,2014,12,1,,1,,4,,10,,15,,3,,12,,17,,102,,131,,1,,6,,14,,56,,84,,,,,
W.S. CENTRAL,2014,12,,-,3,,9,,20,,19,,,-,5,,13,,26,,53,,1,,1,,9,,10,,17,,,,,
MOUNTAIN,2014,12,1,,2,,16,,11,,20,,,-,1,,4,,7,,20,,,-,1,,5,,5,,13,,,,,
PACIFIC,2014,12,,-,6,,19,,28,,47,,1,,4,,15,,20,,40,,1,,3,,8,,25,,27,,,,,
GUAM,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (144.70297250000056 13.355173397000442),GUAM,
TEXAS,2014,12,,-,2,,8,,18,,14,,,-,2,,10,,13,,26,,,-,0,,4,,,-,7,,,POINT (-99.4267664729997 31.827243635000457),TEXAS,
INDIANA,2014,12,,-,0,,2,,1,,4,,,-,2,,6,,21,,19,,,-,3,,8,,6,,22,,,POINT (-86.14995579899966 39.76691364600049),INDIANA,
COLORADO,2014,12,,-,0,,8,,1,,7,,,-,0,,3,,,-,3,,,-,0,,2,,3,,3,,,POINT (-106.13360888799969 38.84384047000049),COLORADO,
DELAWARE,2014,12,,-,0,,1,,,-,1,,,-,0,,1,,,-,4,,,U,0,,0,,,U,,U,,POINT (-75.57773943699965 39.00883351400046),DELAWARE,
KENTUCKY,2014,12,,-,0,,2,,2,,9,,,-,4,,8,,26,,35,,,-,4,,10,,37,,60,,,POINT (-84.77496612599964 37.645973909000475),KENTUCKY,
MISSOURI,2014,12,,-,0,,2,,5,,2,,,-,1,,4,,6,,12,,,-,0,,4,,2,,4,,,POINT (-92.56629737199967 38.63579372300046),MISSOURI,
DIST. OF COL.,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),DIST. OF COL.,
NEW JERSEY,2014,12,,-,0,,2,,3,,8,,,-,0,,3,,1,,14,,,-,0,,3,,3,,10,,,POINT (-74.27368565099965 40.1305700530005),NEW JERSEY,
ALASKA,2014,12,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,POINT (-147.72205669099972 64.84507923900048),ALASKA,
UTAH,2014,12,1,,0,,2,,3,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,3,,,POINT (-111.5871285339997 39.36070374600047),UTAH,
MICHIGAN,2014,12,,-,1,,5,,8,,31,,,-,1,,3,,11,,15,,1,,1,,5,,12,,14,,,POINT (-84.71438724399968 44.66131575600048),MICHIGAN,
WYOMING,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-108.10982744299969 43.23554147100049),WYOMING,
NEW YORK CITY,2014,12,,-,1,,7,,13,,12,,,-,1,,4,,12,,16,,,-,0,,1,,2,,1,,,POINT (-74.00596858999967 40.71426755700048),NEW YORK CITY,
MINNESOTA,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-94.79419697699967 46.35564867700049),MINNESOTA,
NORTH CAROLINA,2014,12,,-,0,,4,,3,,16,,5,,0,,16,,20,,13,,,-,1,,15,,15,,7,,,POINT (-79.15924924699965 35.46622388600048),NORTH CAROLINA,
PENNSYLVANIA,2014,12,1,,1,,3,,7,,13,,,-,1,,4,,16,,14,,,-,1,,6,,16,,19,,,POINT (-77.86069775999965 40.79373106100047),PENNSYLVANIA,
VIRGIN ISL.,2014,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,POINT (-99.11415045099966 39.52368635500045),VIRGIN ISL.,
SOUTH DAKOTA,2014,12,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,POINT (-100.37352811899967 44.35313342000046),SOUTH DAKOTA,
MASSACHUSETTS,2014,12,,-,0,,3,,5,,10,,,-,1,,5,,3,,13,,,-,3,,7,,14,,40,,,POINT (-72.08268985899963 42.27687306500047),MASSACHUSETTS,
C.N.M.I.,2014,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),C.N.M.I.,
NEVADA,2014,12,,-,0,,3,,1,,1,,,-,0,,3,,3,,6,,,-,0,,2,,1,,2,,,POINT (-117.07183978499972 39.49324126500045),NEVADA,
FLORIDA,2014,12,4,,2,,7,,25,,8,,6,,6,,13,,65,,60,,6,,2,,7,,20,,22,,,POINT (-81.92895558499964 28.932042899000464),FLORIDA,
ILLINOIS,2014,12,,-,1,,5,,8,,12,,,-,1,,6,,6,,24,,,-,0,,4,,3,,9,,,POINT (-88.99770813999965 40.48501278700047),ILLINOIS,
OKLAHOMA,2014,12,,-,0,,4,,1,,,-,,-,0,,4,,2,,3,,,-,0,,5,,6,,3,,,POINT (-97.52106845499969 35.472034350000456),OKLAHOMA,
MAINE,2014,12,,-,0,,2,,,-,3,,,-,0,,1,,1,,4,,,-,0,,2,,7,,2,,,POINT (-68.98502952999962 45.254228663000504),MAINE,
MISSISSIPPI,2014,12,,-,0,,1,,2,,1,,,-,0,,4,,4,,13,,,U,0,,0,,,U,,U,,POINT (-89.53802764499966 32.74551123200047),MISSISSIPPI,
MARYLAND,2014,12,,-,0,,4,,2,,4,,,-,1,,3,,5,,12,,,-,1,,3,,4,,16,,,POINT (-76.60925970899967 39.2905806980005),MARYLAND,
AMER. SAMOA,2014,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,POINT (-99.11415045099966 39.52368635500045),AMER. SAMOA,
